18DA00F9	03	11	02	01	FF	FF	FF	FF	18:14:31.784
18DAF900	03	51	02	01	00	00	00	00	18:14:34.140
18DA00F9	03	11	02	00	FF	FF	FF	FF	18:14:34.141
18DAF900	03	7F	11	80	00	00	00	00	18:14:34.142
18DA00F9	03	11	02	00	FF	FF	FF	FF	18:14:34.142
18DAF900	03	7F	11	80	00	00	00	00	18:14:34.143
18DA00F9	03	11	02	00	FF	FF	FF	FF	18:14:34.144
18DAF900	03	7F	11	80	00	00	00	00	18:14:34.144
18DA00F9	02	1A	93	00	00	00	00	00	18:14:34.145
18DAF900	10	08	5A	32	30	31	35	32	18:14:34.146
18DA00F9	30	01	00	68	3F	4C	00	68	18:14:34.146
18DAF900	21	32	38	00	00	00	00	00	18:14:34.147
18DA00F9	02	1A	93	00	00	00	00	00	18:14:34.147
18DAF900	10	08	5A	32	30	31	35	32	18:14:34.148
18DA00F9	30	01	00	00	00	00	00	00	18:14:34.149
18DAF900	21	32	38	00	00	00	00	00	18:14:34.149
18DA00F9	02	1A	95	00	00	00	00	00	18:14:34.150
18DAF900	10	0F	5A	50	43	5F	5F	45	18:14:34.151
18DA00F9	30	02	00	68	3F	4C	00	68	18:14:34.151
18DAF900	21	33	42	4F	4F	54	5F	30	18:14:34.152
18DAF900	22	35	42	00	00	00	00	00	18:14:34.152
18DA00F9	02	1A	90	00	00	00	00	00	18:14:34.153
18DAF900	03	7F	1A	31	5F	5F	45	33	18:14:34.154
18DA00F9	02	1A	97	00	00	00	00	00	18:14:34.154
18DAF900	03	7F	1A	31	5F	5F	45	33	18:14:34.155
18DA00F9	02	1A	95	00	00	00	00	00	18:14:34.156
18DAF900	10	0F	5A	50	43	5F	5F	45	18:14:34.156
18DA00F9	30	02	00	68	3F	4C	00	68	18:14:34.157
18DAF900	21	33	42	4F	4F	54	5F	30	18:14:34.157
18DAF900	22	35	42	00	00	00	00	00	18:14:34.158
18DA00F9	02	10	81	00	00	00	00	00	18:14:34.159
18DAF900	02	50	81	43	5F	5F	45	33	18:14:34.159
18DA00F9	02	10	89	00	00	00	00	00	18:14:34.169
18DAF900	03	7F	10	12	5F	5F	45	33	18:14:34.170
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.180
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.181
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.280
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.281
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.381
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.381
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.481
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.482
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.582
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.582
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.682
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.682
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.782
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.783
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.883
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.883
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:34.983
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:34.983
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.083
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.084
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.184
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.184
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.284
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.285
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.384
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.385
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.485
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.485
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.585
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.586
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.685
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.686
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.786
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.786
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.886
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.887
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:35.986
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:35.987
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:14:36.087
18DAF900	03	7F	27	12	5F	5F	45	33	18:14:36.087
18DA00F9	02	10	81	00	00	00	00	00	18:15:06.715
18DA00F9	02	10	89	00	00	00	00	00	18:15:07.212
18DAF900	03	7F	10	33	00	00	00	00	18:15:07.213
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:15:07.222
18DAF900	06	67	01	B9	48	08	00	00	18:15:07.225
18DA00F9	06	27	02	DA	74	A1	D1	00	18:15:07.225
18DAF900	03	67	02	34	48	08	00	00	18:15:07.233
18DA00F9	02	10	89	DA	74	A1	D1	00	18:15:07.233
18DAF900	02	50	89	34	48	08	00	00	18:15:07.243
18DA00F9	05	23	23	FF	80	80	00	00	18:15:07.244
18DAF900	10	81	63	FF	FF	FF	FF	FF	18:15:07.253
18DA00F9	30	12	00	68	3F	4C	00	68	18:15:07.253
18DAF900	21	FF	FF	FF	FF	FF	FF	FF	18:15:07.265
18DAF900	22	FF	FF	FF	FF	FF	FF	FF	18:15:07.273
18DAF900	23	FF	FF	FF	FF	FF	FF	FF	18:15:07.285
18DAF900	24	FF	FF	FF	FF	FF	FF	FF	18:15:07.293
18DAF900	25	FF	FF	FF	FF	FF	FF	FF	18:15:07.305
18DAF900	26	FF	FF	FF	FF	FF	FF	FF	18:15:07.313
18DAF900	27	FF	58	58	58	58	5F	47	18:15:07.323
18DAF900	28	4F	42	44	50	31	39	5F	18:15:07.333
18DAF900	29	5F	FF	FF	58	58	58	58	18:15:07.343
18DAF900	2A	5F	31	34	33	38	50	31	18:15:07.353
18DAF900	2B	35	33	31	FF	FF	4E	43	18:15:07.363
18DAF900	2C	34	5F	5F	31	31	34	39	18:15:07.373
18DAF900	2D	50	30	37	47	5F	FF	FF	18:15:07.385
18DAF900	2E	FF	FF	FF	FF	FF	FF	FF	18:15:07.393
18DAF900	2F	FF	FF	FF	FF	FF	50	43	18:15:07.404
18DAF900	20	34	5F	5F	31	34	33	34	18:15:07.413
18DAF900	21	50	31	36	31	42	FF	41	18:15:07.423
18DAF900	22	EF	44	19	22	00	00	00	18:15:07.433
18DA00F9	05	23	2F	EF	C0	40	00	00	18:15:07.433
18DAF900	10	41	63	FF	FF	FF	FF	FF	18:15:07.444
18DA00F9	30	09	00	68	3F	4C	00	68	18:15:07.444
18DAF900	21	FF	FF	FF	FF	FF	FF	FF	18:15:07.453
18DAF900	22	FF	FF	FF	FF	FF	FF	FF	18:15:07.465
18DAF900	23	FF	FF	FF	FF	FF	FF	FF	18:15:07.473
18DAF900	24	FF	FF	FF	FF	FF	FF	FF	18:15:07.484
18DAF900	25	FF	FF	FF	FF	FF	FF	FF	18:15:07.492
18DAF900	26	FF	FF	FF	FF	FF	FF	FF	18:15:07.503
18DAF900	27	FF	FF	FF	FF	FF	FF	FF	18:15:07.512
18DAF900	28	FF	FF	FF	FF	FF	FF	76	18:15:07.523
18DAF900	29	16	A0	1B	58	58	58	58	18:15:07.532
18DA00F9	05	23	2F	FF	C0	40	00	00	18:15:07.532
18DAF900	10	41	63	FF	FF	FF	FF	FF	18:15:07.543
18DA00F9	30	09	00	68	3F	4C	00	68	18:15:07.543
18DAF900	21	FF	FF	FF	FF	FF	FF	FF	18:15:07.552
18DAF900	22	FF	FF	FF	FF	FF	FF	FF	18:15:07.563
18DAF900	23	FF	FF	FF	FF	FF	FF	FF	18:15:07.572
18DAF900	24	FF	FF	FF	FF	FF	FF	FF	18:15:07.583
18DAF900	25	FF	FF	FF	FF	FF	FF	FF	18:15:07.592
18DAF900	26	FF	FF	FF	FF	FF	FF	FF	18:15:07.603
18DAF900	27	FF	FF	FF	FF	FF	FF	FF	18:15:07.612
18DAF900	28	FF	FF	FF	FF	FF	FF	06	18:15:07.623
18DAF900	29	FA	5C	E4	58	58	58	58	18:15:07.632
18DA00F9	05	23	20	00	00	40	00	00	18:15:07.632
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:07.643
18DA00F9	05	23	20	00	00	40	00	00	18:15:07.692
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:07.703
18DA00F9	05	23	20	00	00	40	00	00	18:15:07.752
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:07.763
18DA00F9	05	23	20	00	00	40	00	00	18:15:07.813
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:07.823
18DA00F9	05	23	20	00	00	40	00	00	18:15:07.872
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:07.883
18DA00F9	05	23	20	00	00	40	00	00	18:15:07.933
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:07.943
18DA00F9	05	23	20	00	00	40	00	00	18:15:08.067
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:08.072
18DA00F9	05	23	20	00	00	40	00	00	18:15:08.122
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:08.123
18DA00F9	05	23	20	00	00	40	00	00	18:15:08.172
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:08.183
18DA00F9	05	23	20	00	00	40	00	00	18:15:08.233
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:08.243
18DA00F9	05	23	20	00	00	40	00	00	18:15:08.293
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:08.303
18DA00F9	05	23	20	00	00	40	00	00	18:15:08.352
18DAF900	03	7F	23	74	FF	FF	FF	FF	18:15:08.363
18DA00F9	05	23	24	00	00	40	00	00	18:15:08.487
18DAF900	10	41	63	50	43	34	5F	5F	18:15:08.492
18DA00F9	30	09	00	68	3F	4C	00	68	18:15:08.492
18DAF900	21	31	34	33	34	50	31	36	18:15:08.503
18DAF900	22	31	42	04	B0	00	50	09	18:15:08.512
18DAF900	23	C4	09	7E	09	B0	09	E2	18:15:08.523
18DAF900	24	09	F6	0A	14	0A	46	0A	18:15:08.532
18DAF900	25	78	0A	AA	0D	66	0E	2E	18:15:08.543
18DAF900	26	00	00	00	78	00	C8	01	18:15:08.552
18DAF900	27	90	02	58	03	E8	05	78	18:15:08.563
18DAF900	28	07	08	06	72	06	72	06	18:15:08.572
18DAF900	29	D6	06	0E	58	58	58	58	18:15:08.583
18DA00F9	03	11	02	01	FF	FF	FF	FF	18:15:08.583
18DAF900	03	51	02	01	00	00	00	00	18:15:10.981
18DA00F9	03	11	02	00	FF	FF	FF	FF	18:15:10.982
18DAF900	03	7F	11	80	00	00	00	00	18:15:10.983
18DA00F9	03	11	02	00	FF	FF	FF	FF	18:15:10.983
18DAF900	03	7F	11	80	00	00	00	00	18:15:10.984
18DA00F9	03	11	02	00	FF	FF	FF	FF	18:15:10.984
18DAF900	03	7F	11	80	00	00	00	00	18:15:10.985
18DA00F9	02	1A	95	00	00	00	00	00	18:15:58.654
18DAF900	10	0F	5A	50	43	34	5F	5F	18:15:58.658
18DA00F9	30	02	00	68	3F	4C	00	68	18:15:58.658
18DAF900	21	31	34	33	34	50	31	36	18:15:58.669
18DAF900	22	31	42	00	00	00	00	00	18:15:58.678
18DA00F9	02	10	81	00	00	00	00	00	18:15:58.678
18DAF900	02	50	81	43	34	5F	5F	31	18:15:58.689
18DA00F9	02	10	89	00	00	00	00	00	18:15:58.699
18DAF900	03	7F	10	33	34	5F	5F	31	18:15:58.709
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:15:58.719
18DAF900	06	67	01	22	01	7B	00	31	18:15:58.729
18DA00F9	06	27	02	D2	BA	C7	77	00	18:15:58.730
18DAF900	03	7F	27	35	01	7B	00	31	18:15:58.738
18DA00F9	02	10	81	00	00	00	00	00	18:16:21.351
18DAF900	02	50	81	35	01	7B	00	31	18:16:21.360
18DA00F9	02	10	89	00	00	00	00	00	18:16:21.370
18DAF900	03	7F	10	33	01	7B	00	31	18:16:21.371
18DA00F9	02	27	01	FF	FF	FF	FF	FF	18:16:21.381
18DAF900	06	67	01	32	C5	D4	01	31	18:16:21.391
18DA00F9	06	27	02	38	B9	E1	09	00	18:16:21.392
18DAF900	03	67	02	34	C5	D4	01	31	18:16:21.400
18DA00F9	02	10	89	38	B9	E1	09	00	18:16:21.401
18DAF900	02	50	89	34	C5	D4	01	31	18:16:21.411
18DA00F9	05	23	24	00	00	80	00	00	18:16:21.412
18DAF900	10	81	63	50	43	34	5F	5F	18:16:21.420
18DA00F9	30	12	00	68	3F	4C	00	68	18:16:21.421
18DAF900	21	31	34	33	34	50	31	36	18:16:21.431
18DAF900	22	31	42	04	B0	00	50	09	18:16:21.440
18DAF900	23	C4	09	7E	09	B0	09	E2	18:16:21.451
18DAF900	24	09	F6	0A	14	0A	46	0A	18:16:21.460
18DAF900	25	78	0A	AA	0D	66	0E	2E	18:16:21.471
18DAF900	26	00	00	00	78	00	C8	01	18:16:21.480
18DAF900	27	90	02	58	03	E8	05	78	18:16:21.491
18DAF900	28	07	08	06	72	06	72	06	18:16:21.500
18DAF900	29	D6	06	0E	03	E8	03	52	18:16:21.511
18DAF900	2A	03	52	03	52	03	52	03	18:16:21.520
18DAF900	2B	52	06	72	06	72	06	D6	18:16:21.531
18DAF900	2C	06	0E	03	E8	03	52	03	18:16:21.540
18DAF900	2D	52	03	52	03	52	03	52	18:16:21.551
18DAF900	2E	06	72	06	72	06	D6	06	18:16:21.560
18DAF900	2F	0E	03	E8	03	52	03	52	18:16:21.571
18DAF900	20	03	52	03	52	03	52	06	18:16:21.580
18DAF900	21	72	06	72	06	D6	06	0E	18:16:21.591
18DAF900	22	03	E8	03	52	00	00	00	18:16:21.600
18DA00F9	05	23	24	00	80	80	00	00	18:16:21.601
18DAF900	10	81	63	03	52	03	52	03	18:16:21.611
18DA00F9	30	12	00	68	3F	4C	00	68	18:16:21.612
18DAF900	21	52	03	52	06	72	06	72	18:16:21.620
18DAF900	22	06	D6	06	0E	03	E8	03	18:16:21.631
18DAF900	23	52	03	52	03	52	03	52	18:16:21.640
18DAF900	24	03	52	06	72	06	72	06	18:16:21.651
18DAF900	25	D6	06	0E	03	E8	03	84	18:16:21.660
18DAF900	26	03	52	03	52	03	52	03	18:16:21.671
18DAF900	27	52	06	72	06	72	06	D6	18:16:21.681
18DAF900	28	06	40	05	DC	05	14	03	18:16:21.691
18DAF900	29	52	03	52	03	52	03	52	18:16:21.700
18DAF900	2A	06	72	06	72	07	6C	07	18:16:21.711
18DAF900	2B	6C	07	6C	05	78	04	7E	18:16:21.720
18DAF900	2C	04	1A	03	B6	03	52	01	18:16:21.731
18DAF900	2D	2C	01	2C	00	C8	00	C8	18:16:21.740
18DAF900	2E	00	C8	00	C8	00	C8	00	18:16:21.751
18DAF900	2F	C8	00	64	00	64	01	2C	18:16:21.760
18DAF900	20	01	2C	00	C8	00	C8	00	18:16:21.771
