8	3	A3	1	0	0	0	10
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	84	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	2	58	4	B0
22	7	8	9	60	0B	B8	0E
23	10	10	68	12	C0	15	18
24	17	70	19	C8	1C	20	1E
25	78	20	D0	23	28	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	85	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	85	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	86	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	86	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	2	58	4	B0	7
27	8	9	60	0B	B8	0E	10
28	10	68	12	C0	15	18	17
29	70	19	C8	1C	20	1E	78
2A	20	D0	23	28	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	87	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	87	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	88	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	88	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	2	58	4	B0	7	8
2C	9	60	0B	B8	0E	10	10
2D	68	12	C0	15	18	17	70
2E	19	C8	1C	20	1E	78	20
2F	D0	23	28	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	89	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	89	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8A	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8A	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	2	58	4	B0	7	8	9
21	60	0B	B8	0E	10	10	68
22	12	C0	15	18	0	0	0
5	23	2B	8B	0	80	0	0
10	81	63	17	70	19	C8	1C
30	12	0	68	3F	4C	0	68
21	20	1E	78	20	D0	23	28
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8B	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8C	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8C	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8D	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	2	58	4	B0	7
23	8	9	60	0B	B8	0E	10
24	10	68	12	C0	15	18	17
25	70	19	C8	1C	20	1E	78
26	20	D0	23	28	0	0	0
27	0	2	58	4	B0	7	8
28	9	60	0B	B8	0E	10	10
29	68	12	C0	15	18	17	70
2A	19	C8	1C	20	1E	78	20
2B	D0	23	28	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8D	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8E	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8E	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8F	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	2	58	4	B0	7	8	9
2D	60	0B	B8	0E	10	10	68
2E	12	C0	15	18	17	70	19
2F	C8	1C	20	1E	78	20	D0
20	23	28	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	8F	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	90	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	90	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	91	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	2
21	58	4	B0	7	8	9	60
22	0B	B8	0E	10	0	0	0
5	23	2B	91	80	80	0	0
10	81	63	10	68	12	C0	15
30	12	0	68	3F	4C	0	68
21	18	17	70	19	C8	1C	20
22	1E	78	20	D0	23	28	0
23	0	0	0	2	58	4	B0
24	7	8	9	60	0B	B8	0E
25	10	10	68	12	C0	15	18
26	17	70	19	C8	1C	20	1E
27	78	20	D0	23	28	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	92	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	92	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	93	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	93	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	2	58	4	B0	7
29	8	9	60	0B	B8	0E	10
2A	10	68	12	C0	15	18	17
2B	70	19	C8	1C	20	1E	78
2C	20	D0	23	28	0	0	0
2D	0	2	58	4	B0	7	8
2E	9	60	0B	B8	0E	10	10
2F	68	12	C0	15	18	17	70
20	19	C8	1C	20	1E	78	20
21	D0	23	28	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	94	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	94	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	95	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2B	95	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	2	58	4	B0	0	0	0
5	23	2B	96	0	80	0	0
10	81	63	7	8	9	60	0B
30	12	0	68	3F	4C	0	68
21	B8	0E	10	10	68	12	C0
22	15	18	17	70	19	C8	1C
23	20	1E	78	20	D0	23	28
24	0	0	0	0	0	0	0
25	0	0	0	0	0	3	E8
26	0	0	13	88	13	88	0
27	32	0	32	13	88	13	88
28	0	32	0	32	13	88	FF
29	FF	0	0	0	41	0	82
2A	0	C3	1	4	1	45	1
2B	86	1	C7	2	8	2	49
2C	2	8A	2	CB	3	0C	3
2D	4D	3	8E	3	CF	0	0
2E	0	41	0	82	0	C3	1
2F	4	1	45	1	86	1	C7
20	2	8	2	49	2	8A	2
21	CB	3	0C	3	4D	3	8E
22	3	CF	0	0	0	0	0
5	23	2B	96	80	80	0	0
10	81	63	0	41	0	82	0
30	12	0	68	3F	4C	0	68
21	C3	1	4	1	45	1	86
22	1	C7	2	8	2	49	2
23	8A	2	CB	3	0C	3	4D
24	3	8E	3	CF	0	0	0
25	41	0	82	0	C3	1	4
26	1	45	1	86	1	C7	2
27	8	2	49	2	8A	2	CB
28	3	0C	3	4D	3	8E	3
29	CF	0	0	0	41	0	82
2A	0	C3	1	4	1	45	1
2B	86	1	C7	2	8	2	49
2C	2	8A	2	CB	3	0C	3
2D	4D	3	8E	3	CF	0	0
2E	0	41	0	82	0	C3	1
2F	4	1	45	1	86	1	C7
20	2	8	2	49	2	8A	2
21	CB	3	0C	3	4D	3	8E
22	3	CF	0	0	0	0	0
5	23	2B	97	0	80	0	0
10	81	63	0	41	0	82	0
30	12	0	68	3F	4C	0	68
21	C3	1	4	1	45	1	86
22	1	C7	2	8	2	49	2
23	8A	2	CB	3	0C	3	4D
24	3	8E	3	CF	0	0	0
25	41	0	82	0	C3	1	4
26	1	45	1	86	1	C7	2
27	8	2	49	2	8A	2	CB
28	3	0C	3	4D	3	8E	3
29	CF	0	0	0	41	0	82
2A	0	C3	1	4	1	45	1
2B	86	1	C7	2	8	2	49
2C	2	8A	2	CB	3	0C	3
2D	4D	3	8E	3	CF	0	0
2E	0	41	0	82	0	C3	1
2F	4	1	45	1	86	1	C7
20	2	8	2	49	2	8A	2
21	CB	3	0C	3	4D	3	8E
22	3	CF	0	0	0	0	0
5	23	2B	97	80	80	0	0
10	81	63	0	41	0	82	0
30	12	0	68	3F	4C	0	68
21	C3	1	4	1	45	1	86
22	1	C7	2	8	2	49	2
23	8A	2	CB	3	0C	3	4D
24	3	8E	3	CF	0	0	0
25	41	0	82	0	C3	1	4
26	1	45	1	86	1	C7	2
27	8	2	49	2	8A	2	CB
28	3	0C	3	4D	3	8E	3
29	CF	0	0	0	41	0	82
2A	0	C3	1	4	1	45	1
2B	86	1	C7	2	8	2	49
2C	2	8A	2	CB	3	0C	3
2D	4D	3	8E	3	CF	0	0
2E	0	0	0	41	0	82	0
2F	C3	1	4	1	45	1	86
20	1	C7	2	8	2	49	2
21	8A	2	CB	3	0C	3	4D
22	3	8E	3	CF	0	0	0
5	23	2B	98	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
