30	1	2	0	0	0	0	0
21	BE	0	1C	0	0	0	0
10	1D	63	0	4E	0	50	0
30	0	0	0	0	0	0	0
21	52	0	54	0	56	0	5A
22	0	5E	0	60	0	63	0
23	66	0	69	0	6D	0	70
24	0	73	0	0	0	0	0
10	9	23	25	1	0	6	58
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	1C	0	1A	0	0	0	0
10	1B	63	0	FA	1	F4	2
30	0	0	0	0	0	0	0
21	EE	3	E8	4	E2	5	DC
22	6	D6	7	D0	8	CA	9
23	C4	0A	BE	0B	B8	0C	B2
10	9	23	25	1	0	6	58
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	AE	0	14	0	0	0	0
10	15	63	0	0	0	1	0
30	0	0	0	0	0	0	0
21	2	0	3	0	4	0	5
22	0	6	0	7	0	8	0
23	9	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A0	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A4	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C8	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	CC	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	D0	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	D4	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	F8	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	0F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	FC	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	28	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	2C	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	30	0	4	0	0	0	0
5	63	0	0	64	E4	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	34	0	4	0	0	0	0
5	63	0	0	26	A0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	58	0	4	0	0	0	0
5	63	0	0	26	A0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	5C	0	4	0	0	0	0
5	63	0	0	64	E4	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	60	0	4	0	0	0	0
5	63	0	0	2	14	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	68	0	4	0	0	0	0
5	63	0	0	1	A6	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	90	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	94	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	98	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C0	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C8	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	F0	0	4	0	0	0	0
5	63	0	0	9	B5	0	0
10	9	23	25	2	20	2	10
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	F8	0	4	0	0	0	0
5	63	0	0	7	31	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	20	0	4	0	0	0	0
5	63	0	0	36	47	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	24	0	4	0	0	0	0
5	63	0	0	9	8E	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	28	0	4	0	0	0	0
5	63	0	0	17	CB	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	58	0	4	0	0	0	0
5	63	0	0	49	24	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	88	0	4	0	0	0	0
5	63	0	0	37	91	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	B4	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E0	0	4	0	0	0	0
5	63	0	0	64	AF	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E4	0	4	0	0	0	0
5	63	0	0	15	87	0	0
10	9	23	25	2	20	2	11
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E8	0	4	0	0	0	0
5	63	0	0	42	91	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0	0	4	0	0	0	0
5	63	0	0	25	DA	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	10	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	18	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	48	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	74	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A4	0	4	0	0	0	0
5	63	0	0	10	E1	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A8	0	4	0	0	0	0
5	63	0	0	46	A3	0	0
10	9	23	25	2	20	2	12
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	D8	0	4	0	0	0	0
5	63	0	3	95	4B	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0	0	4	0	0	0	0
5	63	0	0	0C	5C	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4	0	4	0	0	0	0
5	63	0	0	2	60	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	8	0	4	0	0	0	0
5	63	0	0	7	A3	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	30	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	34	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	38	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	60	0	4	0	0	0	0
5	63	0	0	1A	D8	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	64	0	4	0	0	0	0
5	63	0	0	8	69	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	68	0	4	0	0	0	0
5	63	0	0	14	61	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	98	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C0	0	4	0	0	0	0
5	63	0	0	1E	58	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C4	0	4	0	0	0	0
5	63	0	0	5	3F	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C8	0	4	0	0	0	0
5	63	0	0	0C	D5	0	0
10	9	23	25	2	20	2	13
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	F4	0	4	0	0	0	0
5	63	0	0	0A	58	0	0
10	9	23	25	2	20	2	14
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	24	0	4	0	0	0	0
5	63	0	0	0D	19	0	0
10	9	23	25	2	20	2	14
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	58	0	4	0	0	0	0
5	63	0	0	75	7E	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	10	0	4	0	0	0	0
5	63	0	0	44	C5	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	14	0	4	0	0	0	0
5	63	0	0	0C	0F	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	18	0	4	0	0	0	0
5	63	0	0	1E	5D	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	30	0	4	0	0	0	0
5	63	0	0	15	51	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	40	0	4	0	0	0	0
5	63	0	0	64	B2	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	44	0	4	0	0	0	0
5	63	0	0	26	91	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	48	0	4	0	0	0	0
5	63	0	0	89	4C	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4C	0	4	0	0	0	0
5	63	0	0	2	25	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	50	0	4	0	0	0	0
5	63	0	0	44	72	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A0	0	4	0	0	0	0
5	63	0	0	4F	AD	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A4	0	4	0	0	0	0
5	63	0	0	1E	4A	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A8	0	4	0	0	0	0
5	63	0	0	46	D9	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	D4	0	4	0	0	0	0
5	63	0	0	0	CD	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	D8	0	4	0	0	0	0
5	63	0	0	1	84	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	18	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	3E	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	52	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	78	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	8B	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	9E	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C4	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	D8	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1A
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	FE	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1B
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	11	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1B
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	24	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1B
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4A	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1B
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	5E	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1B
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	84	0	4C	0	0	0	0
10	4D	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1B
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	D0	0	4C	0	0	0	0
10	4D	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	1C	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	2F	0	1	0	0	0	0
2	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	30	0	1	0	0	0	0
2	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	31	0	1	0	0	0	0
2	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	80	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	A6	0	13	0	0	0	0
10	14	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	B9	0	1	0	0	0	0
2	63	0F	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	BA	0	1	0	0	0	0
2	63	4	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	BC	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E2	0	26	0	0	0	0
10	27	63	0	0	0	0	0
30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	DC	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	DE	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E0	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E4	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E8	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	EA	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	EC	0	2	0	0	0	0
3	63	0E	91	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	F0	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	F4	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	F8	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	2	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	8	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0C	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0E	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	10	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	14	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	18	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	1C	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	24	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	26	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	28	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	2C	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	30	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	32	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	34	0	2	0	0	0	0
3	63	0C	82	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	38	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	3C	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	40	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	48	0	2	0	0	0	0
3	63	0	A4	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4A	0	2	0	0	0	0
3	63	0D	C7	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4C	0	4	0	0	0	0
5	63	0	0	0D	EF	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	50	0	4	0	0	0	0
5	63	53	BB	F5	38	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	54	0	2	0	0	0	0
3	63	4	14	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	56	0	2	0	0	0	0
3	63	0	0B	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	58	0	2	0	0	0	0
3	63	0E	72	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	5C	0	4	0	0	0	0
5	63	0	0	12	8E	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	60	0	4	0	0	0	0
5	63	53	D3	CC	9D	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	64	0	4	0	0	0	0
5	63	0	0	7E	75	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	6C	0	2	0	0	0	0
3	63	0	2	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	6E	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	70	0	4	0	0	0	0
5	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	74	0	4	0	0	0	0
5	63	53	9D	62	22	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	78	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	2	20	2	1F
31	FF	2	0	0	0	0	0
