29	47	C2	F4	F2	B4	CE	13
2A	D3	45	12	9B	D7	C3	46
2B	98	0A	5E	92	73	3	CF
2C	AE	52	A6	E5	A6	F2	E6
2D	2C	50	AE	D0	1	F6	80
2E	56	B1	A6	0C	67	A4	CD
2F	47	4F	43	F2	67	1C	51
20	24	82	98	42	48	1B	F0
21	41	C0	5E	AF	58	80	B9
22	C9	32	5B	D0	90	0	0
3	7F	27	78	0	0	0	0
2	67	2A	0	0	0	0	0
10	15	2E	F1	85	1	10	29
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	45	55	2C	37	42	20	20
30	FF	2	0	0	0	0	0
22	32	30	32	30	31	30	31
23	30	0	0	0	0	0	0
3	6E	F1	85	0	0	0	0
10	9	23	25	2	20	2	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	48	0	4	0	0	0	0
5	63	0	0	89	4C	0	0
2	19	3	0	0	0	0	0
10	6E	59	3	C4	26	0	10
30	0	0	0	0	0	0	0
21	2	E0	13	10	1	90	13
22	10	0	9B	13	10	10	17
